età,maschi_italiani_2023,maschi_stranieri_2023,femmine_italiani_2023,femmine_stranieri_2023,survival_femmine,survival_maschi,fertility_italiani,fertility_stranieri,outmigration_2023,outmigration_2024,outmigration_2025,outmigration_2026,outmigration_2027,outmigration_2028,outmigration_2029,outmigration_2030,outmigration_2031,outmigration_2032,outmigration_2033,outmigration_2034,outmigration_2035,outmigration_2036,outmigration_2037,outmigration_2038,outmigration_2039,outmigration_2040,outmigration_2041,outmigration_2042,outmigration_2043,outmigration_2044,outmigration_2045,outmigration_2046,outmigration_2047,outmigration_2048,outmigration_2049,outmigration_2050,outmigration_2051,outmigration_2052,outmigration_2053,outmigration_2054,outmigration_2055,outmigration_2056,outmigration_2057,outmigration_2058,outmigration_2059,outmigration_2060,outmigration_2061,outmigration_2062,outmigration_2063,outmigration_2064,outmigration_2065,outmigration_2066,outmigration_2067,outmigration_2068,outmigration_2069,outmigration_2070,outmigration_2071,outmigration_2072,outmigration_2073,outmigration_2074,outmigration_2075,immigration_2023,immigration_2024,immigration_2025,immigration_2026,immigration_2027,immigration_2028,immigration_2029,immigration_2030,immigration_2031,immigration_2032,immigration_2033,immigration_2034,immigration_2035,immigration_2036,immigration_2037,immigration_2038,immigration_2039,immigration_2040,immigration_2041,immigration_2042,immigration_2043,immigration_2044,immigration_2045,immigration_2046,immigration_2047,immigration_2048,immigration_2049,immigration_2050,immigration_2051,immigration_2052,immigration_2053,immigration_2054,immigration_2055,immigration_2056,immigration_2057,immigration_2058,immigration_2059,immigration_2060,immigration_2061,immigration_2062,immigration_2063,immigration_2064,immigration_2065,immigration_2066,immigration_2067,immigration_2068,immigration_2069,immigration_2070,immigration_2071,immigration_2072,immigration_2073,immigration_2074,immigration_2075,w_maschi_italiani,w_femmine_italiani,w_maschi_stranieri,w_femmine_stranieri,maschi_italiani_2024,femmine_italiani_2024,maschi_stranieri_2024,femmine_stranieri_2024,maschi_italiani_2025,femmine_italiani_2025,maschi_stranieri_2025,femmine_stranieri_2025,maschi_italiani_2026,femmine_italiani_2026,maschi_stranieri_2026,femmine_stranieri_2026,maschi_italiani_2027,femmine_italiani_2027,maschi_stranieri_2027,femmine_stranieri_2027,maschi_italiani_2028,femmine_italiani_2028,maschi_stranieri_2028,femmine_stranieri_2028,maschi_italiani_2029,femmine_italiani_2029,maschi_stranieri_2029,femmine_stranieri_2029,maschi_italiani_2030,femmine_italiani_2030,maschi_stranieri_2030,femmine_stranieri_2030,maschi_italiani_2031,femmine_italiani_2031,maschi_stranieri_2031,femmine_stranieri_2031,maschi_italiani_2032,femmine_italiani_2032,maschi_stranieri_2032,femmine_stranieri_2032,maschi_italiani_2033,femmine_italiani_2033,maschi_stranieri_2033,femmine_stranieri_2033,maschi_italiani_2034,femmine_italiani_2034,maschi_stranieri_2034,femmine_stranieri_2034,maschi_italiani_2035,femmine_italiani_2035,maschi_stranieri_2035,femmine_stranieri_2035,maschi_italiani_2036,femmine_italiani_2036,maschi_stranieri_2036,femmine_stranieri_2036,maschi_italiani_2037,femmine_italiani_2037,maschi_stranieri_2037,femmine_stranieri_2037,maschi_italiani_2038,femmine_italiani_2038,maschi_stranieri_2038,femmine_stranieri_2038,maschi_italiani_2039,femmine_italiani_2039,maschi_stranieri_2039,femmine_stranieri_2039,maschi_italiani_2040,femmine_italiani_2040,maschi_stranieri_2040,femmine_stranieri_2040,maschi_italiani_2041,femmine_italiani_2041,maschi_stranieri_2041,femmine_stranieri_2041,maschi_italiani_2042,femmine_italiani_2042,maschi_stranieri_2042,femmine_stranieri_2042,maschi_italiani_2043,femmine_italiani_2043,maschi_stranieri_2043,femmine_stranieri_2043,maschi_italiani_2044,femmine_italiani_2044,maschi_stranieri_2044,femmine_stranieri_2044,maschi_italiani_2045,femmine_italiani_2045,maschi_stranieri_2045,femmine_stranieri_2045,maschi_italiani_2046,femmine_italiani_2046,maschi_stranieri_2046,femmine_stranieri_2046,maschi_italiani_2047,femmine_italiani_2047,maschi_stranieri_2047,femmine_stranieri_2047,maschi_italiani_2048,femmine_italiani_2048,maschi_stranieri_2048,femmine_stranieri_2048,maschi_italiani_2049,femmine_italiani_2049,maschi_stranieri_2049,femmine_stranieri_2049,maschi_italiani_2050,femmine_italiani_2050,maschi_stranieri_2050,femmine_stranieri_2050,maschi_italiani_2051,femmine_italiani_2051,maschi_stranieri_2051,femmine_stranieri_2051,maschi_italiani_2052,femmine_italiani_2052,maschi_stranieri_2052,femmine_stranieri_2052,maschi_italiani_2053,femmine_italiani_2053,maschi_stranieri_2053,femmine_stranieri_2053,maschi_italiani_2054,femmine_italiani_2054,maschi_stranieri_2054,femmine_stranieri_2054,maschi_italiani_2055,femmine_italiani_2055,maschi_stranieri_2055,femmine_stranieri_2055,maschi_italiani_2056,femmine_italiani_2056,maschi_stranieri_2056,femmine_stranieri_2056,maschi_italiani_2057,femmine_italiani_2057,maschi_stranieri_2057,femmine_stranieri_2057,maschi_italiani_2058,femmine_italiani_2058,maschi_stranieri_2058,femmine_stranieri_2058,maschi_italiani_2059,femmine_italiani_2059,maschi_stranieri_2059,femmine_stranieri_2059,maschi_italiani_2060,femmine_italiani_2060,maschi_stranieri_2060,femmine_stranieri_2060,maschi_italiani_2061,femmine_italiani_2061,maschi_stranieri_2061,femmine_stranieri_2061,maschi_italiani_2062,femmine_italiani_2062,maschi_stranieri_2062,femmine_stranieri_2062,maschi_italiani_2063,femmine_italiani_2063,maschi_stranieri_2063,femmine_stranieri_2063,maschi_italiani_2064,femmine_italiani_2064,maschi_stranieri_2064,femmine_stranieri_2064,maschi_italiani_2065,femmine_italiani_2065,maschi_stranieri_2065,femmine_stranieri_2065,maschi_italiani_2066,femmine_italiani_2066,maschi_stranieri_2066,femmine_stranieri_2066,maschi_italiani_2067,femmine_italiani_2067,maschi_stranieri_2067,femmine_stranieri_2067,maschi_italiani_2068,femmine_italiani_2068,maschi_stranieri_2068,femmine_stranieri_2068,maschi_italiani_2069,femmine_italiani_2069,maschi_stranieri_2069,femmine_stranieri_2069,maschi_italiani_2070,femmine_italiani_2070,maschi_stranieri_2070,femmine_stranieri_2070,maschi_italiani_2071,femmine_italiani_2071,maschi_stranieri_2071,femmine_stranieri_2071,maschi_italiani_2072,femmine_italiani_2072,maschi_stranieri_2072,femmine_stranieri_2072,maschi_italiani_2073,femmine_italiani_2073,maschi_stranieri_2073,femmine_stranieri_2073,maschi_italiani_2074,femmine_italiani_2074,maschi_stranieri_2074,femmine_stranieri_2074,maschi_italiani_2075,femmine_italiani_2075,maschi_stranieri_2075,femmine_stranieri_2075
0,175631.4676828111,26991,164953.64893149975,25445,0.9997701,0.99974042,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390,0.0028164891722931604,0.0026844757416636124,0.004782002563872586,0.004557879014032823,157566.67005925346,150180.3272285037,36845,35118,155381.7615288624,148098.31937297384,34996,33355,153440.2057503744,146247.69610582563,33190,31634,151731.84197398007,144620.30007623349,31483,30007,150239.71076645606,143197.1775784921,29906,28504,148938.8428077775,141957.350132626,28495,27160,147796.67568569086,140869.2362670901,27261,25983,146811.14455196992,139928.780090259,26217,24988,145927.79771573204,139087.54125801846,25384,24194,145133.55157018214,138330.40076078547,24758,23597,144374.49564325795,137606.44262926324,24316,23176,143625.9977511236,136893.0617492539,24048,22921,142825.45250947255,136130.63404741086,23932,22810,141944.02657695787,135290.32244374382,23953,22830,140905.65840375502,134301.01720575817,24081,22952,139687.588395661,133139.99748922378,24286,23148,138236.90876048396,131757.3496037401,24538,23388,136516.0617436241,130117.49435992527,24813,23650,134503.79581707172,128199.19515645485,25096,23919,132211.3130276727,126013.59624888084,25375,24185,129626.37368819246,123549.46776087779,25684,24480,126783.05106101788,120839.92424034882,26010,24791,123699.0872465005,117900.72367634838,26314,25081,120421.50465937563,114776.886772251,26600,25353,116981.64301298997,111498.73575713576,26834,25576,113436.12979826187,108118.9202038108,26986,25721,109820.88171040984,104672.35840779507,27074,25805,106184.81800020642,101206.96874590857,27099,25829,102583.42675878709,97775.2645123912,27031,25764,99064.1541759637,94420.67761152991,26873,25613,95657.24007563961,91173.47816384108,26640,25391,92426.2336794896,88094.18977001746,26337,25102,89385.38285267566,85196.0966736474,26004,24785,86577.4954724679,82519.01975579579,25625,24424,84022.97120482428,80084.33218814718,25227,24044,81718.36946771761,77887.61863188857,24820,23656,79663.5381142778,75928.73413639212,24434,23289,77858.82124955795,74209.00233107706,24073,22945,76286.8343172381,72711.06005722584,23738,22626,74916.28974191462,71404.58866026237,23448,22349,73720.68336148732,70265.10408442769,23200,22112,72664.19410510806,69258.72863504384,22981,21904,71710.75212617632,68349.49719080662,22807,21738,70834.10130529529,67514.0637181307,22666,21603,69996.48210582105,66715.6612484813,22572,21514,69168.09125924016,65925.47952330604,22518,21462,68324.83775568816,65122.42177936625,22508,21453,67446.13219909949,64284.936577052824,22537,21481,66518.85067517577,63400.81062080742,22594,21535,65530.1263328358,62458.26186132675,22674,21611,64467.485326794034,61445.78938499111,22766,21699,63717,60730,22863,21792
1,179728.65425392892,27015,170720.4290566709,25863,0.99984282,0.99982011,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390,0.0028449328555373555,0.0027116600862603546,0.004761417645518044,0.004538344346614737,175119.955749396,164478.27629974709,26984,25439,157104.13652588002,149743.9005803155,36835,35110,154921.19255322454,147663.85857050383,34987,33347,152981.42295811645,145815.0311368842,33181,31627,151273.85221589232,144188.4375599189,31475,30000,149782.48554498333,142765.09317888692,29898,28497,148480.74412403262,141525.38354468322,28488,27154,147337.64244182553,140436.33203332056,27254,25977,146350.57741515923,139494.36700652388,26210,24982,145465.58282029632,138651.46401164663,25377,24188,144669.62582772208,137892.59926082136,24752,23592,143908.15692312553,137166.24766136886,24310,23171,143157.45169753904,136450.66930077225,24042,22916,142353.77671162237,135685.11819393153,23926,22805,141470.91599760624,134843.34547922388,23947,22825,140431.2703104299,133852.77573193124,24075,22947,139211.8331997602,132690.4061223112,24280,23143,137761.08599385622,131307.6936832056,24532,23383,136040.8225710118,129668.44122345078,24807,23645,134030.35984679384,127751.90729137248,25089,23914,131741.38014673957,125569.78731388203,25368,24179,129161.09912308671,123109.3355720046,25677,24474,126322.20393894469,120404.24538281489,26003,24785,123243.81360293794,117470.6371516468,26307,25075,119972.22910437829,114351.80072869347,26593,25347,116539.16403310456,111080.45448317897,26827,25570,113001.46742396633,107707.4662033756,26979,25715,109393.11956122305,104267.80799915176,27067,25799,105764.62486337517,100810.0059551019,27092,25823,102171.4280237365,97385.48908026087,27024,25758,98658.7007822046,94037.46738766263,26866,25607,95259.14535540101,90797.6082961861,26633,25385,92034.8125331833,87724.01115828214,26330,25096,88999.63361797626,84831.60395557803,25997,24779,86196.94060391559,82158.7152657043,25618,24418,83646.19208746417,79727.81295073756,25220,24038,81344.24968843698,77533.77386242565,24814,23651,79291.46975574835,75575.9421497007,24428,23284,77487.38658827785,73856.86077361618,24067,22940,75914.65600747505,72358.16282018948,23732,22621,74542.77681852973,71050.37253189314,23442,22344,73345.88430002157,69909.56861675688,23194,22107,72284.89188275072,68899.75591764483,22975,21899,71327.58007162242,67986.64923023833,22801,21733,70447.1224479602,67147.4005608177,22660,21598,69604.74971079692,66344.2339836828,22566,21509,68772.38036107477,65550.07360229122,22512,21457,67924.4382998244,64742.36029084379,22502,21448,67042.83253380208,63901.92420097376,22531,21476,66111.69290753898,63013.98103270978,22588,21530,65118.541524781176,62068.02019405974,22668,21606,64451,61432,22760,21694
2,181609.6897634538,29607,171350.7654522275,27748,0.9998942,0.99986672,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390,0.0028704236067806266,0.002735978349797377,0.004743773429785578,0.004521750381818728,179219.04689635543,170240.94020415866,27010,25859,174619.1045036583,164011.5883089396,26979,25435,156651.5037336588,149315.38324762153,36828,35104,154470.3490629174,147238.1373335024,34981,33342,152532.37343979639,145390.11590762448,33175,31622,150825.571009661,143764.3012435208,31469,29995,149334.33389549115,142341.08031226855,29893,28493,148031.66238754426,141100.43732620662,28483,27150,146887.0290149041,140009.87904568392,27249,25973,145898.32024537007,139066.25380157906,26205,24978,145011.6178995842,138222.62659547548,25372,24184,144214.24478815944,137461.3682087631,24748,23588,143449.5711032552,136732.81876090085,24306,23167,142696.7305956238,136014.11465242127,24038,22912,141890.6222533582,135247.1009034033,23922,22801,141005.48047518445,134403.06047315436,23943,22821,139964.4589171974,133411.1324715921,24071,22943,138743.94741157346,132247.6919762151,24276,23139,137291.77495505515,130863.57421824598,24528,23379,135572.3135066187,129225.08603036482,24803,23641,133564.35225450707,127311.02967160201,25084,23910,131279.01703251514,125131.57342528945,25363,24175,128702.14415990091,122674.55686662487,25672,24470,125866.80694314132,119973.04455181805,25998,24781,122794.40165046683,117044.42439378219,26302,25071,119528.59971214375,113931.37964242269,26588,25343,116101.34278576904,110665.84934358526,26822,25566,112570.53374696281,107299.75261100692,26974,25711,108968.73795587603,103865.6697780808,27062,25795,105348.43870041089,100415.05617582901,27087,25819,101761.77084557994,96997.08894730569,27019,25754,98256.41372137058,93656.41860204606,26861,25603,94863.52692891327,90422.24612237808,26628,25381,91644.86343478144,87354.33254216218,26325,25092,88615.89235398099,84467.12619886675,25992,24775,85816.98408697217,81799.02733558924,25613,24414,83269.89908679233,79370.80754389701,25215,24034,80971.02363340172,77179.83147803477,24810,23647,78918.89087165691,75222.66319141597,24424,23280,77115.08443844802,73503.84534427727,24063,22936,75542.0284297532,72004.8369693068,23728,22617,74168.88837475656,70695.75146928485,23438,22340,72969.48140185502,69552.50406376754,23190,22104,71904.63185482753,68538.82809175357,22971,21896,70943.52317804284,67621.91588797084,22797,21730,70058.31748735704,66778.90310288624,22656,21595,69211.96665347672,65971.7581904777,22562,21506,68374.9012179707,65172.935221433974,22508,21454,67523.06638146148,64361.278316126234,22498,21445,66637.58815201416,63517.0112665556,22527,21473,65702.00715564904,62624.648393865544,22584,21527,65107,62058,22664,21603
3,188050.690463619,31172,178883.88379975734,29376,0.99992192,0.99989551,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390,0.0028933956807289923,0.0027579516379219,0.004731170418548104,0.004509987571330418,181103.0330707122,170878.24415620416,29603,27745,178715.10572702327,169767.13324686003,27006,25856,174124.15611475907,163550.8079101686,26975,25432,156203.60664506347,148892.6104800964,36823,35100,154024.249629147,146817.17127323995,34976,33338,152087.04626092035,144969.932531088,33171,31619,150380.3802392528,143344.2477305948,31465,29992,148889.21576874846,141921.09596891716,29889,28490,147586.01148966464,140679.94498439872,28479,27147,146439.74057213284,139587.73231151816,27245,25970,145450.3249305444,138643.38652062364,26202,24975,144561.21083712298,137797.36694008697,25369,24181,143761.63040014653,137033.91111764582,24745,23586,142993.82436722974,136302.2357933411,24303,23165,142239.5466940071,135582.06836642625,24035,22910,141431.15363551464,134812.78335113026,23919,22799,140543.6318202848,133966.38084856232,23940,22819,139500.53140350795,132972.3778288322,24068,22941,138277.5852401698,131807.5199614245,24273,23137,136825.21315135036,130423.16508602706,24525,23377,135107.25046272145,128785.15528526419,24800,23638,133101.92143550084,126873.74778090398,25081,23907,130818.97541170618,124695.71212964799,25360,24172,128244.64209121325,122242.25269605935,25669,24467,125413.28210637101,119543.721267225,25995,24778,122345.64460035837,116619.87879643861,26298,25068,119085.63295246755,113511.6365609779,26584,25340,115664.25310937171,110251.98786730887,26818,25563,112139.97302224116,106891.44448639086,26970,25708,108544.37794493,103464.54807965476,27058,25792,104930.58813983257,100019.46922733163,27083,25816,101351.30000022317,96608.8624161816,27015,25751,97852.60154214765,93274.86514680435,26857,25600,94466.37550970957,90046.37177214127,26624,25378,91253.9340114216,86983.67254403565,26321,25089,88229.74969009506,84101.2617864436,25989,24772,85435.50789828296,81436.84813416968,25610,24411,82891.50936546654,79011.710040502,25212,24031,80594.2884439288,76823.3995528023,24807,23644,78543.45491808832,74867.51611578056,24421,23278,76740.33414679808,73148.40280725078,24060,22934,75167.04204701676,71649.12257399599,23725,22615,73791.38684194247,70337.592916345,23435,22338,72589.13465973291,69191.4935568959,23187,22102,71520.5019825477,68175.01970746172,22968,21894,70555.6505756905,67254.35353533302,22794,21728,69666.47103272489,66407.36632638733,22653,21593,68815.42014233896,65595.55495700172,22559,21504,67974.4663128018,64792.79278793614,22505,21452,67117.75337523062,63976.29974093656,22495,21443,66227.82200867988,63127.60173154721,22524,21471,65693,62618,22581,21525
4,197637.3889352802,31922,186594.53360046612,30206,0.99993229,0.99990869,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390,0.0029143267575590715,0.0027779707798693412,0.004724658862742075,0.004503686065711681,187531.92395472692,178395.23928385213,31169,29374,180599.0468789435,170407.41393480753,29600,27743,178213.07590713984,169295.24156970842,27003,25854,173630.92324345387,163091.75976352312,26972,25430,155756.46148803874,148470.6009002074,36819,35097,153578.87786240966,146396.94524614897,34972,33335,151642.81557881643,144550.84074866114,33168,31617,149937.22577298756,142925.2311490016,31462,29990,148445.53059557558,141501.57345687045,29886,28488,147141.6925243262,140259.771538476,28476,27145,145993.72341207459,139166.84377347387,27242,25968,145002.89462933803,138221.10421252807,26199,24973,144111.57549027068,137372.88926762366,25366,24179,143309.86035917292,136606.30827770283,24742,23584,142539.62171296513,135873.17104262474,24300,23163,141783.05673995623,135149.73306586468,24032,22908,140971.28272462988,134378.08206882927,23917,22797,140081.67562919675,133529.59845003294,23937,22817,139036.13086905982,132533.17202165045,24065,22939,137811.9837545996,131367.0759560039,24270,23135,136360.10772869398,129983.19381644875,24522,23375,134642.76900631323,128345.8253113632,24797,23636,132638.8124483335,126435.8191756235,25078,23905,130357.3874868178,124259.32660205163,25357,24170,127786.01968837554,121808.83362501429,25666,24465,124958.41138383863,119113.0681527573,25992,24776,121895.54890241407,116194.01022667153,26295,25066,118640.40117233963,113090.6372919475,26581,25338,115224.52965606662,109835.52228127272,26815,25561,111706.4450154112,106481.16404985548,26967,25706,108117.33649705174,103059.7805703241,27055,25790,104510.93285394715,99622.06840058103,27080,25814,100938.29069636294,96217.12652884179,27012,25749,97445.24688849883,92889.7946362146,26854,25598,94066.25173154705,89666.52804616666,26621,25376,90858.59871702218,86609.62189963656,26318,25087,87840.0804406967,83731.89563324366,25986,24770,85049.94019341705,81070.58225092711,25607,24409,82508.60189103447,78649.1150296571,25209,24029,80213.70276814853,76462.11507632674,24804,23642,78163.57100342114,74507.94235001098,24418,23276,76361.24384832507,72789.58529424544,24057,22932,74786.42974761734,71288.85393417018,23723,22613,73408.94615863121,69974.49313169319,23433,22336,72203.92342857331,68825.61304909307,23185,22100,71131.56229198063,67806.39326338316,22966,21892,70162.74605514249,66881.76148809714,22792,21726,69268.8662586187,66030.10748510313,22651,21591,68413.93496842387,65214.36452998084,22557,21502,67568.09467153922,64407.752550203535,22503,21450,66706.91985208416,63585.82601745878,22493,21441,66221,63123,22522,21469
5,206339.42224419033,33504,194835.78302528267,31402,0.99993169,0.99991119,0.0,0.0,141764,141630,141540,141425,141345,141298,141293,141209,141068,141071,140921,140641,140463,140316,140174,139812,139503,139274,139028,138875,138430,137790,137224,136807,136493,136146,135834,135552,135276,135122,134876,134772,134522,134378,134346,134234,134203,134299,134372,134583,134693,134929,134891,135424,135900,136298,136604,136902,137448,137596,138051,138653,139292,415556,403455,391445,379551,368829,358287,347844,339398,332343,326027,320819,317336,313461,310116,306988,306057,305386,304757,304233,303592,303278,302894,302621,302373,302277,302016,301722,301477,301086,300904,300995,300813,300952,300742,300980,301203,301603,301576,301495,301029,300861,300607,300716,301093,301152,301254,301245,302067,301470,301719,301785,302273,302390,0.0029339116448004947,0.00279673058316933,0.004726339264240405,0.0045053664672100105,197094.4752727432,186086.7699226237,31919,30204,187012.82429980062,177905.2803086224,31166,29372,180094.97630914534,169935.50657134462,29597,27741,177710.760279449,168822.08086076783,27001,25852,173136.42019659668,162631.4577777334,26970,25428,155308.04630959043,148047.3338159784,36816,35095,153132.608941619,145974.81994684192,34969,33333,151197.62981233886,144129.79450306518,33165,31615,149492.50862481745,142504.67812107742,31459,29988,148000.1877385854,141080.37730077023,29883,28486,146695.65466161087,139837.86611855612,28473,27143,145546.27536693893,138743.547343726,27240,25966,144554.24107435936,137796.6119550959,26197,24971,143659.7929559302,136946.27128480893,25364,24177,142856.64449046899,136177.23376947592,24740,23582,142084.11831939348,135441.82261147766,24298,23161,141324.16948485872,134716.0160002348,24030,22906,140509.3100594206,133941.28381059808,23915,22795,139617.2505821254,133090.36913932394,23935,22815,138569.50462174046,132091.7044697031,24063,22937,137344.85154633987,130925.07935053311,24268,23133,135893.5864069404,129540.82934590658,24520,23373,134175.60801814694,127903.84762849976,24795,23634,132173.15263341754,125994.36892929103,25076,23903,129892.6837994035,123819.83087007314,25355,24168,127324.05148451832,121372.08504755127,25664,24463,124500.2014886411,118679.09192141147,25990,24774,121441.18865309049,115763.88980381323,26293,25064,118191.52243886127,112665.02513659064,26579,25336,114780.84292955894,109415.09206578715,26813,25559,111268.22272833786,106066.22212771312,26965,25704,107685.50722494915,102651.21200341037,27053,25788,104085.73347471037,99219.14948262,27078,25812,100519.72898355818,95820.86065686884,27010,25747,97032.92825005048,92499.75889381427,26852,25596,93660.71279345133,89281.2893008659,26619,25374,90457.72897651688,86230.06230360229,26316,25085,87444.32494490274,83356.44810931012,25984,24768,84657.8492817267,80698.8141391686,25605,24407,82119.85570787758,78280.6745650395,25207,24027,79826.668057559,76095.39884393671,24802,23640,77778.36331921096,74143.01400239488,24416,23274,75975.5060198988,72424.1978895452,24055,22930,74399.88335875585,70921.65398964364,23721,22611,73019.65208321813,69605.5292262169,23431,22334,71811.9139568208,68453.92094439332,23183,22099,70736.59512916041,67431.74162316111,22964,21891,69763.0827493885,66502.44718956118,22790,21725,68866.3291727407,65647.8675477438,22649,21590,68006.5063970847,64827.27578870736,22555,21501,67155.20434871348,64015.22491445182,22501,21449,66701,63582,22491,21440
